abbreviation,alt_color,alt_name1,alt_name2,alt_name3,classification,color,conference,id,location_capacity,location_city,location_country_code,location_dome,location_elevation,location_grass,location_latitude,location_longitude,location_name,location_state,location_timezone,location_venue_id,location_year_constructed,location_zip,logo,logos,mascot,school,twitter
CAL,,,CAL,Calvin Univers,iii,,Michigan,129738,,,,,,,,,,,,,,,,,Knights,Calvin University,
CAM,,,CAM,Campbell,fcs,,CAA,2097,5500,Buies Creek,US,False,56.51401138,False,35.4047689,-78.7424842,Barker-Lane Stadium,NC,America/New_York,3629,2008,27506,http://a.espncdn.com/i/teamlogos/ncaa/500/2097.png,,Fighting Camels,Campbell,@GoCamelsFB
CMPBVIL,,,CMPBVIL,Camplville,,,,2098,,,,,,,,,,,,,,,,,Tigers,Campbellsville University,
CAPITAL,,,CAPITAL,Capital,iii,,Ohio,424,3000,Bexley,US,False,,,39.9692378,-82.936864,Bernlohr Stadium,OH,,5812,,43209,http://a.espncdn.com/i/teamlogos/ncaa/500/424.png,,Comets,Capital,
CARLETON,#edac09,,CARLETON,Carleton,iii,#173a79,Minnesota,2101,7500,Northfield,US,False,,,44.4582041,-93.161159,Laird Stadium,MN,,7079,,55057,http://a.espncdn.com/i/teamlogos/ncaa/500/2101.png,,Knights,Carleton,
CARNGMELL,,,CARNGMELL,Carng Mell,iii,,Presidents',2102,3500,Pittsburgh,US,False,,,40.4416941,-79.9900861,Gesling Stadium,PA,,5814,,15219,http://a.espncdn.com/i/teamlogos/ncaa/500/2102.png,,Tartans,Carnegie Mellon,
,,,,,,,,1001008,,,,,,,,,,,,,,,,,,Carroll College,
CAR,,Carroll (Wisconsin),CAR,Carroll WI,iii,,CCIW,32,2000,Waukesha,US,False,,,43.0053145,-88.2473643015325,Schneider Stadium,WI,,5815,,53187,http://a.espncdn.com/i/teamlogos/ncaa/500/32.png,,Pioneers,Carroll University (WI),
CAR,#0c233f,Carson Newman College,CAR,Carson-Newman,ii,#f2682a,South Atlantic,2105,6500,Jefferson City,US,False,,,36.122311,-83.4923961,Burke-Tarr Stadium,TN,,3663,,,http://a.espncdn.com/i/teamlogos/ncaa/500/2105.png,,Eagles,Carson-Newman College,
CARCWI,,,CARCWI,Carthage,iii,,CCIW,2106,2448,Kenosha,US,False,,,42.5846773,-87.8212263,Art Keller Field,WI,,5816,,53140,http://a.espncdn.com/i/teamlogos/ncaa/500/2106.png,,Firebirds,Carthage,
CSR,,,CSR,Case Wstrn,iii,,Presidents',2963,2400,Cleveland,US,False,-81.603639,False,41.513447,-81.603634,Case Field,OH,America/New_York,3671,2005,85099,http://a.espncdn.com/i/teamlogos/ncaa/500/2963.png,,Spartans,Case Western Reserve,
CAS,,,CAS,Castleton,iii,,MSCAC,293,5000,Castleton,US,False,,,43.6111275,-73.1807089,Dave Wolk Stadium,VT,,5638,,05735,http://a.espncdn.com/i/teamlogos/ncaa/500/293.png,,Spartans,Castleton,
CAT,#cb152f,Catawba College,CAT,Catawba,ii,#0c233f,South Atlantic,2107,5000,Salisbury,US,False,,,35.6709727,-80.4742261,Shuford Stadium,NC,,5122,,28144,http://a.espncdn.com/i/teamlogos/ncaa/500/2107.png,,Indians,Catawba,
CATH,,,CATH,Catholic,iii,,Landmark Conference,2108,3500,Washington,US,False,,,38.8950368,-77.0365427,Cardinal Stadium (DC),DC,,6202,,20549,http://a.espncdn.com/i/teamlogos/ncaa/500/2108.png,,Cardinals,Catholic,
CEN,,,CEN,Centenary,iii,,Southern Collegiate Athletic,101442,,,,,,,,,,,,,,,,,Gentlemen,CENTENARY,
CARK,#8e959a,,CARK,C Arkansas,fcs,#a7a9ac,UAC,2110,10000,Conway,US,False,94.25577545,False,35.0802599,-92.460045,Estes Stadium,AR,America/Chicago,3711,1939,72035,http://a.espncdn.com/i/teamlogos/ncaa/500/2110.png,,Bears,Central Arkansas,@UCA_Football
CNTCIA,#c8c8c8,,CNTCIA,Central,iii,#ea0029,American Rivers,2964,1000,Pella,US,False,,,41.4073138,-92.9174074,Ron and Joyce Schipper Stadium,IA,,5817,,50219,http://a.espncdn.com/i/teamlogos/ncaa/500/2964.png,,Dutch,Central College,
CCSU,#d1d5d8,Central Connecticut State,CCSU,C Connecticut,fcs,#1B49A2,NEC,2115,5500,New Britain,US,False,41.29866409,False,41.6950591,-72.7616197,Arute Field,CT,America/New_York,3624,1969,6053 ,http://a.espncdn.com/i/teamlogos/ncaa/500/2115.png,,Blue Devils,Central Connecticut,@CCSUfootball
CDF,,,CDF,C Methodst,,,,2860,,,,,,,,,,,,,,,http://a.espncdn.com/i/teamlogos/ncaa/500/2860.png,,Eagles,Central Methodist,
CMU,#ffc82e,,CMU,C Michigan,fbs,#6a0032,Mid-American,2117,30255,Mount Pleasant,US,False,240.9007721,False,43.5777313,-84.7709904,Kelly/Shorts Stadium,MI,America/Detroit,3786,1972,48859,http://a.espncdn.com/i/teamlogos/ncaa/500/2117.png,,Chippewas,Central Michigan,@CMU_Football
CENM,,,CENM,C Missouri,ii,,Mid America,2118,12000,Warrensburg,US,False,,,38.7624373,-93.7409596,Audrey J. Walton Stadium at Vernon Kennedy Field,MO,,4724,,64093,http://a.espncdn.com/i/teamlogos/ncaa/500/2118.png,,Mules,Central Missouri,
,,,,,,,,1001025,,,,,,,,,,,,,,,,,,Central Missouri State,
CENO,,,CENO,C Okla,ii,,Mid America,2122,10000,Edmond,US,False,,,35.6571367,-97.4649038,Wantland Stadium,OK,,5878,,73083,http://a.espncdn.com/i/teamlogos/ncaa/500/2122.png,,Bronchos,Central Oklahoma,
CEN,,,CEN,Central St,ii,,SIAC,2119,7000,Xenia,US,False,,,39.6847822,-83.9296526,McPherson Memorial Stadium,OH,,4749,,45385,http://a.espncdn.com/i/teamlogos/ncaa/500/2119.png,,Marauders,Central State (OH),
CENTWASH,,,CENTWASH,C Wash,ii,,Lone Star,2120,4000,Ellensburg,US,False,,,46.9970635,-120.545122,Tomlinson Stadium,WA,,5879,,98926,http://a.espncdn.com/i/teamlogos/ncaa/500/2120.png,,Wildcats,Central Washington,
CENTRE,,,CENTRE,Centre,iii,,Southern Athletic,2121,3000,Danville,US,False,,,37.6456488,-84.7721823,Farris Stadium,KY,,5818,,,http://a.espncdn.com/i/teamlogos/ncaa/500/2121.png,,Colonels,Centre College Kentucky,
,,,,,,,,1000989,,,,,,,,,,,,,,,,,,Cerritos College,
CHADRONST,,,CHADRONST,Chadron St,ii,,Rocky Mountain,2123,3500,Chadron,US,False,,,42.8309807,-103.0003729,Elliott Field at Don Beebe Stadium,NE,,5880,,69337,http://a.espncdn.com/i/teamlogos/ncaa/500/2123.png,,Eagles,Chadron St,
CHA,#000000,,CHA,Chapman,iii,#ab1d38,So. Cal.,411,2000,Orange,US,False,,,33.7500378,-117.8704931,Ernie Chapman Stadium,CA,,5819,,92866,http://a.espncdn.com/i/teamlogos/ncaa/500/411.png,,Panthers,Chapman,
CHSO,#ded090,,CHSO,Charleston So,fcs,#2e3192,Big South-OVC,2127,4000,North Charleston,US,False,12.6744318,False,32.9810239,-80.0659664,Buccaneer Field,SC,America/New_York,3658,1970,29406,http://a.espncdn.com/i/teamlogos/ncaa/500/2127.png,,Buccaneers,Charleston Southern,@CSUFB
CLT,#B9975B,,CLT,Charlotte,fbs,#046A38,American Athletic,2429,15300,Charlotte,US,False,190.365509,False,35.3105033,-80.7401194,Jerry Richardson Stadium,NC,America/New_York,4418,2013,28223,http://a.espncdn.com/i/teamlogos/ncaa/500/2429.png,,49ers,Charlotte,@CharlotteFTBL
COLLE,,,COLLE,Faith NC,,,,3253,,,,,,,,,,,,,,,http://a.espncdn.com/i/teamlogos/ncaa/500/3253.png,,Saints,Charlotte,
UTC,#dca71d,,UTC,Chattanooga,fcs,#00386b,Southern,236,20668,Chattanooga,US,False,200.1825104,False,35.0363792,-85.3158835,Finley Stadium,TN,America/New_York,3720,1997,37403,http://a.espncdn.com/i/teamlogos/ncaa/500/236.png,,Mocs,Chattanooga,@GoMocsFB
CHE,,,CHE,Cheyney,ii,#000000,Pennsylvania State Athletic,2129,,,,,,,,,,,,,,,http://a.espncdn.com/i/teamlogos/ncaa/500/2129.png,,Wolves,Cheyney,
CHI,,,CHI,Chicago,iii,,Midwest,80,3500,Chicago,US,False,,,41.8755616,-87.6244212,Amos Alonzo Stagg Field,IL,,5820,,60022,http://a.espncdn.com/i/teamlogos/ncaa/500/80.png,,Maroons,Chicago,
CHR,,,CHR,Chris Nwpt,iii,,New Jersey,3112,4200,Newport News,US,False,,,36.9775016,-76.42977,TowneBank Stadium,VA,,3879,,23607,http://a.espncdn.com/i/teamlogos/ncaa/500/3112.png,,Captains,Christopher Newport,
CIN,#000000,,CIN,Cincinnati,fbs,#E00122,Big 12,2132,40000,Cincinnati,US,False,230.0660553,False,39.1312495,-84.5161913,Nippert Stadium,OH,America/New_York,3854,1915,45221,http://a.espncdn.com/i/teamlogos/ncaa/500/2132.png,,Bearcats,Cincinnati,@GoBearcatsFB
CNCU,,,CNCU,Cincinnati Christian,,,,110255,,,,,,,,,,,,,,,,,Eagles,Cincinnati Christian,
,,,,,,,,1000933,,,,,,,,,,,,,,,,,,Cisco College,
,,,,,,,,1000936,,,,,,,,,,,,,,,,,,City College of San Francisco,
CLA,#feba15,,CLA,Clare Mudd,iii,#981a31,So. Cal.,17,3000,Claremont,US,False,,,34.0966764,-117.7197785,Fritz B. Burns Stadium,CA,,5821,,91711,http://a.espncdn.com/i/teamlogos/ncaa/500/17.png,,Stags,Claremont-Mudd-Scripps College,
CLARION,,,CLARION,Clarion,ii,,Pennsylvania State Athletic,2134,5000,Clarion,US,False,,,41.2148975,-79.3857047,"Memorial Stadium (Clarion, PA)",PA,,4437,,16214,http://a.espncdn.com/i/teamlogos/ncaa/500/2134.png,,Golden Eagles,Clarion,
CLA,,,CLA,Clark Atl,ii,,SIAC,2805,5000,Atlanta,US,False,,,33.7489924,-84.3902644,CAU Panther Stadium,GA,,5881,,30315,http://a.espncdn.com/i/teamlogos/ncaa/500/2805.png,,Panthers,Clark Atlanta,
CLEM,#522d80,,CLEM,Clemson,fbs,#f56600,ACC,228,81500,Clemson,US,False,205.6452179,True,34.6787737,-82.8432428,"Memorial Stadium (Clemson, SC)",SC,America/New_York,3836,1942,29634,http://a.espncdn.com/i/teamlogos/ncaa/500/228.png,,Tigers,Clemson,@ClemsonFB
CCU,#876447,,CCU,Coastal Car,fbs,#007073,Sun Belt,324,21000,Conway,US,False,13.74894905,False,33.7928506,-79.0166946,Brooks Stadium (SC),SC,America/New_York,3654,2003,29528,http://a.espncdn.com/i/teamlogos/ncaa/500/324.png,,Chanticleers,Coastal Carolina,@CoastalFootball
USCGA,,,USCGA,Coast Guard,iii,,NEWMAC,2557,4500,New London,US,False,,,41.3556187,-72.0997804,Cadet Memorial Field,CT,,5822,,06320,http://a.espncdn.com/i/teamlogos/ncaa/500/2557.png,,Bears,Coast Guard,
COE,#c8934a,,COE,Coe,iii,#881922,American Rivers,2141,2200,Cedar Rapids,US,False,,,41.9758872,-91.6704053,Clark Field,IA,,5823,,,http://a.espncdn.com/i/teamlogos/ncaa/500/2141.png,,Kohawks,Coe College,
,,,,,,,,1000991,,,,,,,,,,,,,,,,,,Coffeyville C.C.,
COLBY,#ffffff,,COLBY,Colby,iii,#012778,NESCAC,33,2000,Waterville,US,False,,,44.5520105,-69.6317121,Seaverns Field At Harold Alfond Stadium,ME,,5689,,,http://a.espncdn.com/i/teamlogos/ncaa/500/33.png,,White Mules,Colby College,
COLE,,,COLE,Cole,,,,3210,,,,,,,,,,,,,,,,,Jaguars,Cole College,
COLG,#ffffff,,COLG,Colgate,fcs,#821019,Patriot,2142,10221,Hamilton,US,False,337.1443787,False,42.8168991,-75.5452721,Andy Kerr Stadium,NY,America/New_York,3617,1966,13346,http://a.espncdn.com/i/teamlogos/ncaa/500/2142.png,,Raiders,Colgate,@ColgateFB
,,,,,,,,1000960,,,,,,,,,,,,,,,,,,College of Charleston,
COI,,,COI,Coll. of Idaho,,,,108382,,,,,,,,,,,,,,,,,Yotes,College of Idaho,
COL,#fbbc20,,COL,C of NJ,iii,#154c7d,New Jersey,2442,6000,Ewing,US,False,,,40.2688105,-74.8006895,Lions Stadium,NJ,,5824,,08628,http://a.espncdn.com/i/teamlogos/ncaa/500/2442.png,,Lions,College Of New Jersey,
,,,,,,,,1001038,,,,,,,,,,,,,,,,,,College of San Mateo,
,,,,,,,,1000952,,,,,,,,,,,,,,,,,,College of the Canyons,
COLO,#000000,,COLO,Colorado,fbs,#CFB87C,Big 12,38,50183,Boulder,US,False,1634.041138,True,40.0094746,-105.266905,Folsom Field,CO,America/Denver,3726,1924,80309,http://a.espncdn.com/i/teamlogos/ncaa/500/38.png,,Buffaloes,Colorado,@CUBuffsFootball
COL,,,COL,Colorado College,,#000000,,2144,,,,,,,,,,,,,,,http://a.espncdn.com/i/teamlogos/ncaa/500/2144.png,,Tigers,Colorado College,
MESA,,,MESA,Colo Mesa,ii,,Rocky Mountain,11,8000,Grand Junction,US,False,,,39.063956,-108.5507317,Ralph Stocker Stadium,CO,,5882,,50107,http://a.espncdn.com/i/teamlogos/ncaa/500/11.png,,Mavericks,Colorado Mesa,
COLOMINES,,Colorado School of Mines,COLOMINES,Colo Mines,ii,,Rocky Mountain,2146,4000,Golden,US,False,,,39.7546349,-105.2205809,Marv Kay Stadium at Campbell Field,CO,,5883,,62339,http://a.espncdn.com/i/teamlogos/ncaa/500/2146.png,,Orediggers,Colorado School Of Mines,
CSU,#c8c372,,CSU,Colorado St,fbs,#1e4d2b,Mountain West,36,36500,Fort Collins,US,False,1528.4,False,40.570015,-105.088435,Canvas Stadium,CO,America/Denver,5388,2017,80521,http://a.espncdn.com/i/teamlogos/ncaa/500/36.png,,Rams,Colorado State,@CSUFootball
COLU,#004b85,,COLU,Columbia,fcs,#174785,Ivy,171,17000,Manhattan,US,False,10.95070267,False,40.8732697,-73.9164594,Lawrence A. Wien Stadium,NY,America/New_York,3802,1984,10034,http://a.espncdn.com/i/teamlogos/ncaa/500/171.png,,Lions,Columbia,@ColumbiaLionsFB
,,,,Columbus State,,,,127946,,,,,,,,,,,,,,,,,Colust,Columbus State,
CON,,,CON,Concordia Col.,,,,3099,,,,,,,,,,,,,,,http://a.espncdn.com/i/teamlogos/ncaa/500/3099.png,,Hornets,Concordia (AL),
CONCMI,,,CONCMI,Cncrdia MI,,,,2985,,,,,,,,,,,,,,,http://a.espncdn.com/i/teamlogos/ncaa/500/2985.png,,Cardinals,Concordia-Michigan,
CONCOMN,#ffffff,,CONCOMN,Cncrdia MH,iii,#701d45,Minnesota,2152,7000,Moorhead,US,False,,,46.8739081,-96.7538674,Jake Christiansen Stadium,MN,,5825,,,http://a.espncdn.com/i/teamlogos/ncaa/500/2152.png,,Cobbers,Concordia Moorhead,
,,,,,,,,1000978,,,,,,,,,,,,,,,,,,Concordia University,
CONCOIL,#ffc72e,,CONCOIL,Cncrdia IL,iii,#572a31,NACC,2151,1500,River Forest,US,False,,,41.8978091,-87.8139483,Concordia Stadium,IL,,5826,,60305,http://a.espncdn.com/i/teamlogos/ncaa/500/2151.png,,Cougars,Concordia University Chicago,
CONCONE,,,CONCONE,Cncrdia NE,,,,507,,,,,,,,,,,,,,,,,Clippers,Concordia University Nebraska,
CON,,,CON,Cncrdia SP,ii,,Northern Sun,3066,3500,Saint Paul,US,False,,,44.9497487,-93.0931028,Sea Foam Stadium,MN,,5933,,,http://a.espncdn.com/i/teamlogos/ncaa/500/3066.png,,Golden Bears,Concordia University St Paul,
CONW,#b1b3b3,,CONW,Cncrdia WI,iii,#245699,NACC,409,800,Mequon,US,False,,,43.2219088,-87.9822969,Tomasini Stadium,WI,,5827,,54537,http://a.espncdn.com/i/teamlogos/ncaa/500/409.png,,Falcons,Concordia-Wisconsin,
CON,,,CON,Concord,ii,,Mountain East,2148,2000,Princeton,US,False,,,37.366328,-81.1026607,Callaghan Stadium,WV,,3667,,24740,http://a.espncdn.com/i/teamlogos/ncaa/500/2148.png,,Mountain Lions,Concord University,
,,,,,,,,1000985,,,,,,,,,,,,,,,,,,Copiah-Lincoln C.C.,
COR,#101010,,COR,Cornell,fcs,#d60027,Ivy,172,21500,Ithaca,US,False,257.3187561,False,42.4439016,-76.4785398,Schoellkopf Field,NY,America/New_York,3921,1915,14850,http://a.espncdn.com/i/teamlogos/ncaa/500/172.png,,Big Red,Cornell,@BigRed_Football
CORNELLIA,,Cornell College,CORNELLIA,Cornellia,iii,,Midwest,2155,1100,Mount Vernon,US,False,,,41.9222443,-91.4171209,Van Metre Field at Ash Park,IA,,5828,,,http://a.espncdn.com/i/teamlogos/ncaa/500/2155.png,,Rams,Cornell College (IA),
CORTLAND,,,CORTLAND,Cortland,iii,,Empire 8,2782,6500,Cortland,US,False,,,41.2446453,-73.9259559,Stadium Red Field,NY,,5125,,,http://a.espncdn.com/i/teamlogos/ncaa/500/2782.png,,Red Dragons,Cortland,
CROWN,#ffffff,,CROWN,Crown,iii,#5c2f92,Upper Midwest,509,1400,Saint Bonifacius,US,False,,,,,Old National Bank Stadium,MN,,5829,,,http://a.espncdn.com/i/teamlogos/ncaa/500/509.png,,Polars,Crown College,
CSTP,,,CSTP,CO St Pueb,ii,,Rocky Mountain,2570,6500,Pueblo,US,False,,,38.2544472,-104.609141,Neta and Eddie DeRose ThunderBowl,CO,,4852,,81003,http://a.espncdn.com/i/teamlogos/ncaa/500/2570.png,,Thunderwolves,CSU Pueblo,
,,,,,,,,1001011,,,,,,,,,,,,,,,,,,CSU-Pueblo,
CULVE,,,CULVE,Culvr-Stck,,,,510,,,,,,,,,,,,,,,http://a.espncdn.com/i/teamlogos/ncaa/500/510.png,,Wildcats,Culver-Stockton College,
CUMB,,,CUMB,Cmbrlnd KY,,,,511,,,,,,,,,,,,,,,http://a.espncdn.com/i/teamlogos/ncaa/500/511.png,,Indians,Cumberland (KY),
CUMBTN,,,CUMBTN,Cmbrlnd TN,,,,2161,,,,,,,,,,,,,,,http://a.espncdn.com/i/teamlogos/ncaa/500/2161.png,,Bulldogs,Cumberland (TN),
CUR,#ffffff,,CUR,Curry,iii,#65448b,Commonwealth Coast,40,1600,Milton,US,False,,,42.2501425,-71.065573,Walter M. Katz Field,MA,,5830,,12547,http://a.espncdn.com/i/teamlogos/ncaa/500/40.png,,Colonels,Curry College,
DAKOT,,,DAKOT,Dakota St,,,,512,,,,,,,,,,,,,,,http://a.espncdn.com/i/teamlogos/ncaa/500/512.png,,Dakota St,Dakota State University,
DWU,,,DWU,Dakota Wes,,,,513,,,,,,,,,,,,,,,http://a.espncdn.com/i/teamlogos/ncaa/500/513.png,,Dakota Wesleyan,Dakota Wesleyan,
DART,#000000,,DART,Dartmouth,fcs,#005730,Ivy,159,11000,Hanover,US,False,152.3080139,False,43.701302,-72.2842781,Memorial Field,NH,America/New_York,3826,1923,3755 ,http://a.espncdn.com/i/teamlogos/ncaa/500/159.png,,Big Green,Dartmouth,@DartFootball
DU,,,DU,Davenport,ii,,GLIAC,110254,2000,Caledonia,US,False,,,37.763382,-90.7729061,Farmers Insurance Athletic Complex,MI,,5934,,63631,,,Panthers,Davenport,
DAV,#e51837,,DAV,Davidson,fcs,,Pioneer,2166,6000,Davidson,US,False,249.4658203,False,35.4995744,-80.8428419,Richardson Stadium,NC,America/New_York,3897,1923,28036,http://a.espncdn.com/i/teamlogos/ncaa/500/2166.png,,Wildcats,Davidson,@DavidsonFB
DAY,#ffffff,,DAY,Dayton,fcs,#004B8D,Pioneer,2168,11000,Dayton,US,False,222.4020081,False,39.7369239,-84.1981068,Welcome Stadium,OH,America/New_York,3988,1949,45417,http://a.espncdn.com/i/teamlogos/ncaa/500/2168.png,,Flyers,Dayton,@DaytonFootball
DEA,,,DEA,Dean College,iii,,ECFC,110438,1500,Franklin,US,False,,,34.440962,-87.8339064,Dale Lippert Field,MA,,5831,,03235,,,Bulldogs,Dean College,
,,,,,,,,1000986,,,,,,,,,,,,,,,,,,De Anza College,
DEF,#ded27c,,DEF,Defiance,,#4e2d8a,,190,4000,Defiance,US,False,,,41.2844933,-84.3557802,Justin F. Coressel Stadium,OH,,5832,,43512,http://a.espncdn.com/i/teamlogos/ncaa/500/190.png,,Yellow Jackets,Defiance College,
DEL,#e8ce31,,DEL,Delaware,fcs,#033594,CAA,48,22000,Newark,US,False,28.74350357,False,39.6617428,-75.7488224,Delaware Stadium,DE,America/New_York,3695,1952,19713,http://a.espncdn.com/i/teamlogos/ncaa/500/48.png,,Fightin' Blue Hens,Delaware,@DelawareFB
DSU,#009cdd,,DSU,Delaware St,fcs,#FF3630,MEAC,2169,7193,Dover,US,False,10.95275307,False,39.189375,-75.5433185,Alumni Stadium,DE,America/New_York,3613,1980,19901,http://a.espncdn.com/i/teamlogos/ncaa/500/2169.png,,Hornets,Delaware State,@DelSt_Football
DV,#e6b71b,,DV,Del Valley,iii,#004c23,Mid Atlantic,2808,2000,New Britain,US,False,,,40.30815835,-75.2164370939226,Robert A. Lipinski Field at James Work Memorial Stadium,PA,,5833,,18901,http://a.espncdn.com/i/teamlogos/ncaa/500/2808.png,,Aggies,Delaware Valley,
DELTAST,#000000,,DELTAST,Del State,ii,#00753e,Gulf South,2170,8125,Cleveland,US,False,,,33.7440023,-90.7248187,Parker Field at McCool Stadium,MS,,5935,,38732,http://a.espncdn.com/i/teamlogos/ncaa/500/2170.png,,Statesmen,Delta State,
DEN,,,DEN,Denison,iii,,North Coast,2171,3000,Granville,US,False,,,40.0681192,-82.5196037,Deeds Field-Piper Stadium,OH,,5834,,43023,http://a.espncdn.com/i/teamlogos/ncaa/500/2171.png,,Big Red,Denison University,
DEP,,,DEP,DePauw,iii,,North Coast,83,3000,Greencastle,US,False,,,39.6444898,-86.8647316,Blackstock Stadium,IN,,3640,,46135,http://a.espncdn.com/i/teamlogos/ncaa/500/83.png,,Tigers,Depauw,
GRANDVIEW,,,GRANDVIEW,Grand View,,,,2254,,,,,,,,,,,,,,,,,Vikings,Des Moines,
DIC,#000000,,DIC,Dicknsn PA,iii,#ed192d,Centennial,2175,2577,Carlisle,US,False,,,40.201499,-77.1890783,Biddle Field,PA,,5835,,35956,http://a.espncdn.com/i/teamlogos/ncaa/500/2175.png,,Red Devils,Dickinson (PA),
DIC,,,DIC,Dicknsn St,,,,316,,,,,,,,,,,,,,,http://a.espncdn.com/i/teamlogos/ncaa/500/316.png,,Blue Hawks,Dickinson State University,
,,,,Doane College,,,,5829,,,,,,,,,,,,,,,,,Doane,Doane College,
DRKE,#bec0c2,,DRKE,Drake,fcs,#005596,Pioneer,2181,14557,Des Moines,US,False,277.8869934,False,41.605,-93.655,Drake Stadium,IA,America/Chicago,3701,1925,50311,http://a.espncdn.com/i/teamlogos/ncaa/500/2181.png,,Bulldogs,Drake,@DrakeBulldogsFB
DUB,,,DUB,Dubuque,iii,,American Rivers,49,4000,Dubuque,US,False,,,42.5006243,-90.6647985,Chalmers Field,IA,,5836,,50118,http://a.espncdn.com/i/teamlogos/ncaa/500/49.png,,Spartans,Dubuque,
DUKE,#ffffff,,DUKE,Duke,fbs,#013088,ACC,150,40004,Durham,US,False,103.0028152,True,35.9953688,-78.9417564,Wallace Wade Stadium,NC,America/New_York,3982,1929,27708,http://a.espncdn.com/i/teamlogos/ncaa/500/150.png,,Blue Devils,Duke,@DukeFootball
DUQ,#b90b2e,,DUQ,Duquesne,fcs,#002D62,NEC,2184,2200,Pittsburgh,US,False,269.4302979,False,40.4355808,-79.9900263,Arthur J. Rooney Athletic Field,PA,America/New_York,3623,1993,15282,http://a.espncdn.com/i/teamlogos/ncaa/500/2184.png,,Dukes,Duquesne,@DuqFB
EAR,,,EAR,Earlham,,#000000,,2189,,,,,,,,,,,,,,,http://a.espncdn.com/i/teamlogos/ncaa/500/2189.png,,Quakers,Earlham,
EAST,,,EAST,East,,#000000,,3146,,,,,,,,,,,,,,,,,All-Stars,East,
ECU,#f0907b,,ECU,East Carolina,fbs,#4b1869,American Athletic,151,50000,Greenville,US,False,19.0564537,True,35.5968486,-77.364564,Dowdy-Ficklen Stadium,NC,America/New_York,3699,1963,27858,http://a.espncdn.com/i/teamlogos/ncaa/500/151.png,,Pirates,East Carolina,@ECUPiratesFB
,,,,,,,,1001039,,,,,,,,,,,,,,,,,,East Central C.C.,
EAS,,East Central University,EAS,E Cen OK,ii,,Great American,2191,5000,Ada,US,False,,,34.7743383,-96.6783651,Koi Ishto Stadium,OK,,5936,,74820,http://a.espncdn.com/i/teamlogos/ncaa/500/2191.png,,Tigers,East Central (OK),
EIU,#bebab9,,EIU,E Illinois,fcs,,Big South-OVC,2197,10000,Charleston,US,False,212.9662933,False,39.4804965,-88.1811618,O'Brien Stadium,IL,America/Chicago,3858,1970,61920,http://a.espncdn.com/i/teamlogos/ncaa/500/2197.png,,Panthers,Eastern Illinois,@EIUPantherFB
EKU,#f0f0f0,,EKU,E Kentucky,fcs,#660819,UAC,2198,20000,Richmond,US,False,298.1834717,False,37.7344109,-84.2972854,Roy Kidd Stadium,KY,America/New_York,3908,1969,40475,http://a.espncdn.com/i/teamlogos/ncaa/500/2198.png,,Colonels,Eastern Kentucky,@EKUFootball
EMU,#f0f0f0,,EMU,E Michigan,fbs,#00331b,Mid-American,2199,30200,Ypsilanti,US,False,241.248764,False,42.256126,-83.647285,Rynearson Stadium,MI,America/Detroit,3912,1969,48197,http://a.espncdn.com/i/teamlogos/ncaa/500/2199.png,,Eagles,Eastern Michigan,@EMUFB
EASTERNNM,,,EASTERNNM,Eastern NM,ii,,Lone Star,2201,4000,Portales,US,False,,,34.1861922,-103.334397,Al Whitehead Field at Greyhound Stadium,NM,,5938,,88130,http://a.espncdn.com/i/teamlogos/ncaa/500/2201.png,,Greyhounds,Eastern New Mexico,
EORE,,,EORE,E Oregon,,,,2202,,,,,,,,,,,,,,,http://a.espncdn.com/i/teamlogos/ncaa/500/2202.png,,Eastern Oregon,Eastern Oregon,
EAS,,,EAS,Eastern,iii,,Mid Atlantic,127954,,,,,,,,,,,,,,,,,Eagles,Eastern University,
EWU,#abb4bc,,EWU,E Washington,fcs,#a10022,Big Sky,331,8500,Cheney,US,False,750.2774658,False,47.49278,-117.587353,Roos Field,WA,America/Los_Angeles,3906,1967,99004,http://a.espncdn.com/i/teamlogos/ncaa/500/331.png,,Eagles,Eastern Washington,@EWUFootball
,,,,,,,,1000997,,,,,,,,,,,,,,,,,,East Mississippi C.C.,
ESTROUD,,,ESTROUD,E Strouds,ii,,Pennsylvania State Athletic,2188,6000,East Stroudsburg,US,False,,,40.9995386,-75.1812913,Eiler-Martin Stadium,PA,,4439,,18301,http://a.espncdn.com/i/teamlogos/ncaa/500/2188.png,,Warriors,East Stroudsburg University,
ETSU,#ffc423,,ETSU,ETSU,fcs,#002d61,Southern,2193,7694,Johnson City,US,False,512.5,False,36.299084,-82.374117,William B. Greene Jr. Stadium,TN,America/New_York,5400,2017,37604,http://a.espncdn.com/i/teamlogos/ncaa/500/2193.png,,Buccaneers,East Tennessee State,@ETSUFootball
ETAM,,Texas A&M-Commerce,ETAM,East Texas A&M,fcs,,Southland,2837,11582,Commerce,US,False,,,33.2442615,-95.9006353,Memorial Stadium (Commerce TX),TX,,4762,,75428,http://a.espncdn.com/i/teamlogos/ncaa/500/2837.png,,Lions,East Texas A&M,
EAS,#e0ad13,,EAS,E TX Bapt,iii,#002b44,American Southwest,2194,2046,Marshall,US,False,,,32.5447756,-94.3661004,Ornelas Stadium,TX,,5838,,75670,http://a.espncdn.com/i/teamlogos/ncaa/500/2194.png,,Tigers,East Texas Baptist University,
