conferenceGames,expectedWins,division,conference,year,homeGames,teamId,team,awayGames,total
"{'games': 8, 'wins': 3, 'losses': 5, 'ties': 0}",6.9,Coastal,ACC,2014,"{'games': 7, 'wins': 5, 'losses': 2, 'ties': 0}",258,Virginia,"{'games': 5, 'wins': 0, 'losses': 5, 'ties': 0}","{'games': 12, 'wins': 5, 'losses': 7, 'ties': 0}"
"{'games': 7, 'wins': 3, 'losses': 4, 'ties': 0}",0,,Pioneer,2014,"{'games': 6, 'wins': 1, 'losses': 5, 'ties': 0}",56,Stetson,"{'games': 4, 'wins': 3, 'losses': 1, 'ties': 0}","{'games': 11, 'wins': 5, 'losses': 6, 'ties': 0}"
"{'games': 8, 'wins': 3, 'losses': 5, 'ties': 0}",5.4,East,Mid-American,2014,"{'games': 6, 'wins': 4, 'losses': 2, 'ties': 0}",2006,Akron,"{'games': 6, 'wins': 1, 'losses': 5, 'ties': 0}","{'games': 12, 'wins': 5, 'losses': 7, 'ties': 0}"
"{'games': 9, 'wins': 5, 'losses': 4, 'ties': 0}",6.4,West,Mountain West,2014,"{'games': 6, 'wins': 4, 'losses': 2, 'ties': 0}",278,Fresno State,"{'games': 7, 'wins': 2, 'losses': 5, 'ties': 0}","{'games': 14, 'wins': 6, 'losses': 8, 'ties': 0}"
"{'games': 8, 'wins': 1, 'losses': 7, 'ties': 0}",1.3,West,Mid-American,2014,"{'games': 5, 'wins': 2, 'losses': 3, 'ties': 0}",2199,Eastern Michigan,"{'games': 7, 'wins': 0, 'losses': 7, 'ties': 0}","{'games': 12, 'wins': 2, 'losses': 10, 'ties': 0}"
"{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}",0,,Rocky Mountain,2014,"{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}",2237,Fort Lewis,"{'games': 1, 'wins': 0, 'losses': 1, 'ties': 0}","{'games': 1, 'wins': 0, 'losses': 1, 'ties': 0}"
"{'games': 7, 'wins': 7, 'losses': 0, 'ties': 0}",0,,Southern,2014,"{'games': 6, 'wins': 5, 'losses': 1, 'ties': 0}",236,Chattanooga,"{'games': 8, 'wins': 5, 'losses': 3, 'ties': 0}","{'games': 14, 'wins': 10, 'losses': 4, 'ties': 0}"
"{'games': 9, 'wins': 8, 'losses': 1, 'ties': 0}",12.1,East,Conference USA,2014,"{'games': 7, 'wins': 6, 'losses': 1, 'ties': 0}",276,Marshall,"{'games': 6, 'wins': 6, 'losses': 0, 'ties': 0}","{'games': 14, 'wins': 13, 'losses': 1, 'ties': 0}"
"{'games': 9, 'wins': 5, 'losses': 4, 'ties': 0}",7.2,,Big 12,2014,"{'games': 6, 'wins': 3, 'losses': 3, 'ties': 0}",251,Texas,"{'games': 4, 'wins': 3, 'losses': 1, 'ties': 0}","{'games': 13, 'wins': 6, 'losses': 7, 'ties': 0}"
"{'games': 8, 'wins': 8, 'losses': 0, 'ties': 0}",0,,OVC,2014,"{'games': 6, 'wins': 5, 'losses': 1, 'ties': 0}",55,Jacksonville State,"{'games': 4, 'wins': 3, 'losses': 1, 'ties': 0}","{'games': 12, 'wins': 10, 'losses': 2, 'ties': 0}"
"{'games': 7, 'wins': 5, 'losses': 2, 'ties': 0}",0,,Southern,2014,"{'games': 5, 'wins': 4, 'losses': 1, 'ties': 0}",2535,Samford,"{'games': 5, 'wins': 2, 'losses': 3, 'ties': 0}","{'games': 10, 'wins': 6, 'losses': 4, 'ties': 0}"
"{'games': 10, 'wins': 8, 'losses': 2, 'ties': 0}",0,,MVFC,2014,"{'games': 8, 'wins': 8, 'losses': 0, 'ties': 0}",2287,Illinois State,"{'games': 6, 'wins': 5, 'losses': 1, 'ties': 0}","{'games': 15, 'wins': 13, 'losses': 2, 'ties': 0}"
"{'games': 9, 'wins': 8, 'losses': 1, 'ties': 0}",10.7,,Big 12,2014,"{'games': 7, 'wins': 7, 'losses': 0, 'ties': 0}",2628,TCU,"{'games': 5, 'wins': 4, 'losses': 1, 'ties': 0}","{'games': 13, 'wins': 12, 'losses': 1, 'ties': 0}"
"{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}",0,West,SIAC,2014,"{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}",2396,Miles College,"{'games': 1, 'wins': 0, 'losses': 1, 'ties': 0}","{'games': 1, 'wins': 0, 'losses': 1, 'ties': 0}"
"{'games': 8, 'wins': 1, 'losses': 7, 'ties': 0}",2.6,West,Big Ten,2014,"{'games': 7, 'wins': 2, 'losses': 5, 'ties': 0}",2509,Purdue,"{'games': 4, 'wins': 1, 'losses': 3, 'ties': 0}","{'games': 12, 'wins': 3, 'losses': 9, 'ties': 0}"
"{'games': 9, 'wins': 8, 'losses': 1, 'ties': 0}",0,,Southland,2014,"{'games': 5, 'wins': 5, 'losses': 0, 'ties': 0}",2534,Sam Houston,"{'games': 9, 'wins': 5, 'losses': 4, 'ties': 0}","{'games': 15, 'wins': 11, 'losses': 4, 'ties': 0}"
"{'games': 9, 'wins': 5, 'losses': 4, 'ties': 0}",8.5,,Big 12,2014,"{'games': 6, 'wins': 3, 'losses': 3, 'ties': 0}",201,Oklahoma,"{'games': 5, 'wins': 4, 'losses': 1, 'ties': 0}","{'games': 13, 'wins': 8, 'losses': 5, 'ties': 0}"
"{'games': 8, 'wins': 3, 'losses': 5, 'ties': 0}",5.1,East,Big Ten,2014,"{'games': 7, 'wins': 4, 'losses': 3, 'ties': 0}",130,Michigan,"{'games': 5, 'wins': 1, 'losses': 4, 'ties': 0}","{'games': 12, 'wins': 5, 'losses': 7, 'ties': 0}"
"{'games': 8, 'wins': 4, 'losses': 4, 'ties': 0}",0,,MVFC,2014,"{'games': 7, 'wins': 5, 'losses': 2, 'ties': 0}",2754,Youngstown State,"{'games': 4, 'wins': 1, 'losses': 3, 'ties': 0}","{'games': 12, 'wins': 7, 'losses': 5, 'ties': 0}"
"{'games': 8, 'wins': 7, 'losses': 1, 'ties': 0}",10.6,East,Big Ten,2014,"{'games': 7, 'wins': 6, 'losses': 1, 'ties': 0}",127,Michigan State,"{'games': 5, 'wins': 4, 'losses': 1, 'ties': 0}","{'games': 13, 'wins': 11, 'losses': 2, 'ties': 0}"
"{'games': 8, 'wins': 3, 'losses': 5, 'ties': 0}",0,,OVC,2014,"{'games': 3, 'wins': 2, 'losses': 1, 'ties': 0}",2634,Tennessee State,"{'games': 4, 'wins': 2, 'losses': 2, 'ties': 0}","{'games': 12, 'wins': 6, 'losses': 6, 'ties': 0}"
"{'games': 8, 'wins': 1, 'losses': 7, 'ties': 0}",2.7,Atlantic,ACC,2014,"{'games': 6, 'wins': 1, 'losses': 5, 'ties': 0}",183,Syracuse,"{'games': 5, 'wins': 2, 'losses': 3, 'ties': 0}","{'games': 12, 'wins': 3, 'losses': 9, 'ties': 0}"
"{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}",0,,Ohio,2014,"{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}",426,University of Mount Union,"{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}","{'games': 1, 'wins': 0, 'losses': 1, 'ties': 0}"
"{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}",0,,Northeast 10,2014,"{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}",2022,American International,"{'games': 1, 'wins': 0, 'losses': 1, 'ties': 0}","{'games': 1, 'wins': 0, 'losses': 1, 'ties': 0}"
"{'games': 8, 'wins': 6, 'losses': 2, 'ties': 0}",8.3,Mountain,Mountain West,2014,"{'games': 5, 'wins': 5, 'losses': 0, 'ties': 0}",36,Colorado State,"{'games': 5, 'wins': 3, 'losses': 2, 'ties': 0}","{'games': 13, 'wins': 10, 'losses': 3, 'ties': 0}"
"{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}",0,,Independent DIII,2014,"{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}",2846,Wesley College,"{'games': 1, 'wins': 0, 'losses': 1, 'ties': 0}","{'games': 1, 'wins': 0, 'losses': 1, 'ties': 0}"
"{'games': 6, 'wins': 2, 'losses': 4, 'ties': 0}",0,,NEC,2014,"{'games': 7, 'wins': 5, 'losses': 2, 'ties': 0}",2184,Duquesne,"{'games': 5, 'wins': 1, 'losses': 4, 'ties': 0}","{'games': 12, 'wins': 6, 'losses': 6, 'ties': 0}"
"{'games': 9, 'wins': 5, 'losses': 4, 'ties': 0}",7,South,Pac-12,2014,"{'games': 6, 'wins': 3, 'losses': 3, 'ties': 0}",254,Utah,"{'games': 6, 'wins': 5, 'losses': 1, 'ties': 0}","{'games': 13, 'wins': 9, 'losses': 4, 'ties': 0}"
"{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}",0,,Mountain East,2014,"{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}",2842,UVA Wise,"{'games': 1, 'wins': 0, 'losses': 1, 'ties': 0}","{'games': 1, 'wins': 0, 'losses': 1, 'ties': 0}"
"{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}",4.8,,FBS Independents,2014,"{'games': 5, 'wins': 3, 'losses': 2, 'ties': 0}",349,Army,"{'games': 5, 'wins': 0, 'losses': 5, 'ties': 0}","{'games': 12, 'wins': 4, 'losses': 8, 'ties': 0}"
"{'games': 7, 'wins': 2, 'losses': 5, 'ties': 0}",0.8,,Southern,2015,"{'games': 5, 'wins': 2, 'losses': 3, 'ties': 0}",231,Furman,"{'games': 6, 'wins': 2, 'losses': 4, 'ties': 0}","{'games': 11, 'wins': 4, 'losses': 7, 'ties': 0}"
"{'games': 6, 'wins': 4, 'losses': 2, 'ties': 0}",0,,Big South,2015,"{'games': 7, 'wins': 6, 'losses': 1, 'ties': 0}",324,Coastal Carolina,"{'games': 4, 'wins': 2, 'losses': 2, 'ties': 0}","{'games': 12, 'wins': 9, 'losses': 3, 'ties': 0}"
"{'games': 8, 'wins': 5, 'losses': 3, 'ties': 0}",7.9,West,SEC,2015,"{'games': 7, 'wins': 4, 'losses': 3, 'ties': 0}",8,Arkansas,"{'games': 4, 'wins': 3, 'losses': 1, 'ties': 0}","{'games': 13, 'wins': 8, 'losses': 5, 'ties': 0}"
"{'games': 8, 'wins': 1, 'losses': 7, 'ties': 0}",0,,CAA,2015,"{'games': 5, 'wins': 1, 'losses': 4, 'ties': 0}",227,Rhode Island,"{'games': 6, 'wins': 0, 'losses': 6, 'ties': 0}","{'games': 11, 'wins': 1, 'losses': 10, 'ties': 0}"
"{'games': 9, 'wins': 1, 'losses': 8, 'ties': 0}",0,,Big Sky,2015,"{'games': 5, 'wins': 2, 'losses': 3, 'ties': 0}",16,Sacramento State,"{'games': 6, 'wins': 0, 'losses': 6, 'ties': 0}","{'games': 11, 'wins': 2, 'losses': 9, 'ties': 0}"
"{'games': 7, 'wins': 1, 'losses': 6, 'ties': 0}",0.5,,Southern,2015,"{'games': 6, 'wins': 1, 'losses': 5, 'ties': 0}",2678,VMI,"{'games': 5, 'wins': 1, 'losses': 4, 'ties': 0}","{'games': 11, 'wins': 2, 'losses': 9, 'ties': 0}"
"{'games': 8, 'wins': 6, 'losses': 2, 'ties': 0}",0,,OVC,2015,"{'games': 5, 'wins': 3, 'losses': 2, 'ties': 0}",2630,UT Martin,"{'games': 5, 'wins': 3, 'losses': 2, 'ties': 0}","{'games': 11, 'wins': 7, 'losses': 4, 'ties': 0}"
"{'games': 8, 'wins': 2, 'losses': 6, 'ties': 0}",0,,CAA,2015,"{'games': 5, 'wins': 2, 'losses': 3, 'ties': 0}",399,UAlbany,"{'games': 6, 'wins': 1, 'losses': 5, 'ties': 0}","{'games': 11, 'wins': 3, 'losses': 8, 'ties': 0}"
"{'games': 8, 'wins': 0, 'losses': 8, 'ties': 0}",4,Atlantic,ACC,2015,"{'games': 7, 'wins': 3, 'losses': 4, 'ties': 0}",103,Boston College,"{'games': 4, 'wins': 0, 'losses': 4, 'ties': 0}","{'games': 12, 'wins': 3, 'losses': 9, 'ties': 0}"
"{'games': 9, 'wins': 8, 'losses': 1, 'ties': 0}",10.5,East,Big Ten,2015,"{'games': 7, 'wins': 7, 'losses': 0, 'ties': 0}",127,Michigan State,"{'games': 5, 'wins': 4, 'losses': 1, 'ties': 0}","{'games': 14, 'wins': 12, 'losses': 2, 'ties': 0}"
"{'games': 8, 'wins': 3, 'losses': 5, 'ties': 0}",0,East,SWAC,2015,"{'games': 3, 'wins': 3, 'losses': 0, 'ties': 0}",2010,Alabama A&M,"{'games': 5, 'wins': 0, 'losses': 5, 'ties': 0}","{'games': 10, 'wins': 3, 'losses': 7, 'ties': 0}"
"{'games': 8, 'wins': 2, 'losses': 6, 'ties': 0}",5.2,East,SEC,2015,"{'games': 8, 'wins': 4, 'losses': 4, 'ties': 0}",96,Kentucky,"{'games': 4, 'wins': 1, 'losses': 3, 'ties': 0}","{'games': 12, 'wins': 5, 'losses': 7, 'ties': 0}"
"{'games': 7, 'wins': 6, 'losses': 1, 'ties': 0}",0,,Ivy,2015,"{'games': 5, 'wins': 4, 'losses': 1, 'ties': 0}",108,Harvard,"{'games': 5, 'wins': 5, 'losses': 0, 'ties': 0}","{'games': 10, 'wins': 9, 'losses': 1, 'ties': 0}"
"{'games': 9, 'wins': 3, 'losses': 6, 'ties': 0}",0,,Big Sky,2015,"{'games': 6, 'wins': 4, 'losses': 2, 'ties': 0}",147,Montana State,"{'games': 4, 'wins': 1, 'losses': 3, 'ties': 0}","{'games': 11, 'wins': 5, 'losses': 6, 'ties': 0}"
"{'games': 9, 'wins': 5, 'losses': 4, 'ties': 0}",7.9,South,Pac-12,2015,"{'games': 6, 'wins': 4, 'losses': 2, 'ties': 0}",26,UCLA,"{'games': 6, 'wins': 4, 'losses': 2, 'ties': 0}","{'games': 13, 'wins': 8, 'losses': 5, 'ties': 0}"
"{'games': 10, 'wins': 9, 'losses': 1, 'ties': 0}",10.5,North,Pac-12,2015,"{'games': 7, 'wins': 6, 'losses': 1, 'ties': 0}",24,Stanford,"{'games': 5, 'wins': 4, 'losses': 1, 'ties': 0}","{'games': 14, 'wins': 12, 'losses': 2, 'ties': 0}"
"{'games': 8, 'wins': 3, 'losses': 5, 'ties': 0}",0,,OVC,2015,"{'games': 5, 'wins': 3, 'losses': 2, 'ties': 0}",2635,Tennessee Tech,"{'games': 4, 'wins': 1, 'losses': 3, 'ties': 0}","{'games': 11, 'wins': 4, 'losses': 7, 'ties': 0}"
"{'games': 7, 'wins': 6, 'losses': 1, 'ties': 0}",0,,Ivy,2015,"{'games': 5, 'wins': 5, 'losses': 0, 'ties': 0}",159,Dartmouth,"{'games': 5, 'wins': 4, 'losses': 1, 'ties': 0}","{'games': 10, 'wins': 9, 'losses': 1, 'ties': 0}"
"{'games': 6, 'wins': 3, 'losses': 3, 'ties': 0}",0,,Big South,2015,"{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}",2405,Monmouth,"{'games': 5, 'wins': 2, 'losses': 3, 'ties': 0}","{'games': 11, 'wins': 5, 'losses': 6, 'ties': 0}"
"{'games': 9, 'wins': 4, 'losses': 5, 'ties': 0}",0,,Big Sky,2015,"{'games': 5, 'wins': 2, 'losses': 3, 'ties': 0}",13,Cal Poly,"{'games': 6, 'wins': 2, 'losses': 4, 'ties': 0}","{'games': 11, 'wins': 4, 'losses': 7, 'ties': 0}"
"{'games': 9, 'wins': 7, 'losses': 2, 'ties': 0}",8.4,,Big 12,2015,"{'games': 7, 'wins': 5, 'losses': 2, 'ties': 0}",197,Oklahoma State,"{'games': 5, 'wins': 5, 'losses': 0, 'ties': 0}","{'games': 13, 'wins': 10, 'losses': 3, 'ties': 0}"
"{'games': 8, 'wins': 0, 'losses': 8, 'ties': 0}",1.6,West,Mid-American,2015,"{'games': 6, 'wins': 0, 'losses': 6, 'ties': 0}",2199,Eastern Michigan,"{'games': 6, 'wins': 1, 'losses': 5, 'ties': 0}","{'games': 12, 'wins': 1, 'losses': 11, 'ties': 0}"
"{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}",0,,Independent DII,2015,"{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}",2316,Kentucky Wesleyan,"{'games': 2, 'wins': 0, 'losses': 2, 'ties': 0}","{'games': 3, 'wins': 0, 'losses': 3, 'ties': 0}"
"{'games': 8, 'wins': 7, 'losses': 1, 'ties': 0}",0,West,SWAC,2015,"{'games': 4, 'wins': 3, 'losses': 1, 'ties': 0}",2755,Grambling,"{'games': 4, 'wins': 3, 'losses': 1, 'ties': 0}","{'games': 10, 'wins': 7, 'losses': 3, 'ties': 0}"
"{'games': 8, 'wins': 0, 'losses': 8, 'ties': 0}",0,,MVFC,2015,"{'games': 5, 'wins': 1, 'losses': 4, 'ties': 0}",2623,Missouri State,"{'games': 6, 'wins': 0, 'losses': 6, 'ties': 0}","{'games': 11, 'wins': 1, 'losses': 10, 'ties': 0}"
"{'games': 9, 'wins': 4, 'losses': 5, 'ties': 0}",0,,Southland,2015,"{'games': 5, 'wins': 2, 'losses': 3, 'ties': 0}",2320,Lamar,"{'games': 6, 'wins': 3, 'losses': 3, 'ties': 0}","{'games': 11, 'wins': 5, 'losses': 6, 'ties': 0}"
"{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}",0,,Lone Star,2015,"{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}",2658,Texas A&M-Kingsville,"{'games': 1, 'wins': 0, 'losses': 1, 'ties': 0}","{'games': 1, 'wins': 0, 'losses': 1, 'ties': 0}"
"{'games': 7, 'wins': 2, 'losses': 5, 'ties': 0}",0,,Southern,2015,"{'games': 6, 'wins': 3, 'losses': 3, 'ties': 0}",2382,Mercer,"{'games': 5, 'wins': 2, 'losses': 3, 'ties': 0}","{'games': 11, 'wins': 5, 'losses': 6, 'ties': 0}"
"{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}",0,West,SIAC,2015,"{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}",2310,Kentucky State,"{'games': 1, 'wins': 0, 'losses': 1, 'ties': 0}","{'games': 1, 'wins': 0, 'losses': 1, 'ties': 0}"
"{'games': 9, 'wins': 6, 'losses': 3, 'ties': 0}",0,,Big Sky,2015,"{'games': 5, 'wins': 4, 'losses': 1, 'ties': 0}",2692,Weber State,"{'games': 6, 'wins': 2, 'losses': 4, 'ties': 0}","{'games': 11, 'wins': 6, 'losses': 5, 'ties': 0}"
"{'games': 6, 'wins': 2, 'losses': 4, 'ties': 0}",0.5,,Big South,2015,"{'games': 6, 'wins': 3, 'losses': 3, 'ties': 0}",2241,Gardner-Webb,"{'games': 4, 'wins': 1, 'losses': 3, 'ties': 0}","{'games': 11, 'wins': 4, 'losses': 7, 'ties': 0}"
"{'games': 8, 'wins': 6, 'losses': 2, 'ties': 0}",1.7,,Big Sky,2015,"{'games': 1, 'wins': 0, 'losses': 1, 'ties': 0}",2502,Portland State,"{'games': 6, 'wins': 5, 'losses': 1, 'ties': 0}","{'games': 12, 'wins': 9, 'losses': 3, 'ties': 0}"
"{'games': 6, 'wins': 4, 'losses': 2, 'ties': 0}",0,,NEC,2015,"{'games': 4, 'wins': 4, 'losses': 0, 'ties': 0}",2598,St. Francis (PA),"{'games': 5, 'wins': 1, 'losses': 4, 'ties': 0}","{'games': 10, 'wins': 6, 'losses': 4, 'ties': 0}"
"{'games': 8, 'wins': 3, 'losses': 5, 'ties': 0}",4.9,East,Sun Belt,2015,"{'games': 5, 'wins': 2, 'losses': 3, 'ties': 0}",2653,Troy,"{'games': 7, 'wins': 2, 'losses': 5, 'ties': 0}","{'games': 12, 'wins': 4, 'losses': 8, 'ties': 0}"
"{'games': 8, 'wins': 5, 'losses': 3, 'ties': 0}",9.9,East,SEC,2015,"{'games': 7, 'wins': 5, 'losses': 2, 'ties': 0}",2633,Tennessee,"{'games': 4, 'wins': 2, 'losses': 2, 'ties': 0}","{'games': 13, 'wins': 9, 'losses': 4, 'ties': 0}"
"{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}",0,,Ohio,2015,"{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}",426,University of Mount Union,"{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}","{'games': 1, 'wins': 1, 'losses': 0, 'ties': 0}"
"{'games': 8, 'wins': 1, 'losses': 7, 'ties': 0}",2.4,West,American Athletic,2015,"{'games': 7, 'wins': 2, 'losses': 5, 'ties': 0}",2567,SMU,"{'games': 5, 'wins': 0, 'losses': 5, 'ties': 0}","{'games': 12, 'wins': 2, 'losses': 10, 'ties': 0}"
"{'games': 8, 'wins': 8, 'losses': 0, 'ties': 0}",8.2,East,Sun Belt,2015,"{'games': 6, 'wins': 5, 'losses': 1, 'ties': 0}",2032,Arkansas State,"{'games': 6, 'wins': 4, 'losses': 2, 'ties': 0}","{'games': 13, 'wins': 9, 'losses': 4, 'ties': 0}"
"{'games': 8, 'wins': 1, 'losses': 7, 'ties': 0}",3.8,East,Big Ten,2015,"{'games': 6, 'wins': 2, 'losses': 4, 'ties': 0}",120,Maryland,"{'games': 5, 'wins': 1, 'losses': 4, 'ties': 0}","{'games': 12, 'wins': 3, 'losses': 9, 'ties': 0}"
"{'games': 8, 'wins': 3, 'losses': 5, 'ties': 0}",4.2,Coastal,ACC,2015,"{'games': 7, 'wins': 4, 'losses': 3, 'ties': 0}",258,Virginia,"{'games': 5, 'wins': 0, 'losses': 5, 'ties': 0}","{'games': 12, 'wins': 4, 'losses': 8, 'ties': 0}"
"{'games': 8, 'wins': 7, 'losses': 1, 'ties': 0}",10,West,American Athletic,2015,"{'games': 6, 'wins': 6, 'losses': 0, 'ties': 0}",2426,Navy,"{'games': 5, 'wins': 3, 'losses': 2, 'ties': 0}","{'games': 13, 'wins': 11, 'losses': 2, 'ties': 0}"
"{'games': 9, 'wins': 5, 'losses': 4, 'ties': 0}",6.4,Mountain,Mountain West,2015,"{'games': 5, 'wins': 2, 'losses': 3, 'ties': 0}",36,Colorado State,"{'games': 5, 'wins': 4, 'losses': 1, 'ties': 0}","{'games': 13, 'wins': 7, 'losses': 6, 'ties': 0}"
"{'games': 8, 'wins': 5, 'losses': 3, 'ties': 0}",0,,Big Sky,2015,"{'games': 5, 'wins': 5, 'losses': 0, 'ties': 0}",2464,Northern Arizona,"{'games': 6, 'wins': 2, 'losses': 4, 'ties': 0}","{'games': 11, 'wins': 7, 'losses': 4, 'ties': 0}"
"{'games': 8, 'wins': 4, 'losses': 4, 'ties': 0}",0,East,SWAC,2015,"{'games': 5, 'wins': 1, 'losses': 4, 'ties': 0}",2011,Alabama State,"{'games': 4, 'wins': 3, 'losses': 1, 'ties': 0}","{'games': 10, 'wins': 5, 'losses': 5, 'ties': 0}"
"{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}",0,,Rocky Mountain,2015,"{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}",2714,Western Colorado,"{'games': 1, 'wins': 0, 'losses': 1, 'ties': 0}","{'games': 1, 'wins': 0, 'losses': 1, 'ties': 0}"
"{'games': 9, 'wins': 6, 'losses': 3, 'ties': 0}",8.2,Mountain,Mountain West,2015,"{'games': 6, 'wins': 6, 'losses': 0, 'ties': 0}",2005,Air Force,"{'games': 7, 'wins': 2, 'losses': 5, 'ties': 0}","{'games': 14, 'wins': 8, 'losses': 6, 'ties': 0}"
"{'games': 8, 'wins': 7, 'losses': 1, 'ties': 0}",0,,Pioneer,2015,"{'games': 6, 'wins': 6, 'losses': 0, 'ties': 0}",301,San Diego,"{'games': 4, 'wins': 3, 'losses': 1, 'ties': 0}","{'games': 11, 'wins': 9, 'losses': 2, 'ties': 0}"
"{'games': 8, 'wins': 5, 'losses': 3, 'ties': 0}",0.4,,CAA,2015,"{'games': 6, 'wins': 5, 'losses': 1, 'ties': 0}",119,Towson,"{'games': 5, 'wins': 2, 'losses': 3, 'ties': 0}","{'games': 11, 'wins': 7, 'losses': 4, 'ties': 0}"
"{'games': 8, 'wins': 5, 'losses': 3, 'ties': 0}",0,,CAA,2015,"{'games': 5, 'wins': 3, 'losses': 2, 'ties': 0}",222,Villanova,"{'games': 5, 'wins': 2, 'losses': 3, 'ties': 0}","{'games': 11, 'wins': 6, 'losses': 5, 'ties': 0}"
"{'games': 7, 'wins': 1, 'losses': 6, 'ties': 0}",0,,Ivy,2015,"{'games': 5, 'wins': 1, 'losses': 4, 'ties': 0}",171,Columbia,"{'games': 4, 'wins': 1, 'losses': 3, 'ties': 0}","{'games': 10, 'wins': 2, 'losses': 8, 'ties': 0}"
"{'games': 8, 'wins': 1, 'losses': 7, 'ties': 0}",1.8,West,Big Ten,2015,"{'games': 7, 'wins': 2, 'losses': 5, 'ties': 0}",2509,Purdue,"{'games': 5, 'wins': 0, 'losses': 5, 'ties': 0}","{'games': 12, 'wins': 2, 'losses': 10, 'ties': 0}"
"{'games': 7, 'wins': 1, 'losses': 6, 'ties': 0}",0,,Ivy,2015,"{'games': 5, 'wins': 1, 'losses': 4, 'ties': 0}",172,Cornell,"{'games': 5, 'wins': 0, 'losses': 5, 'ties': 0}","{'games': 10, 'wins': 1, 'losses': 9, 'ties': 0}"
"{'games': 9, 'wins': 8, 'losses': 1, 'ties': 0}",10.4,,Big 12,2015,"{'games': 6, 'wins': 6, 'losses': 0, 'ties': 0}",201,Oklahoma,"{'games': 5, 'wins': 5, 'losses': 0, 'ties': 0}","{'games': 13, 'wins': 11, 'losses': 2, 'ties': 0}"
"{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}",0,,Northeast 10,2015,"{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}",2022,American International,"{'games': 1, 'wins': 0, 'losses': 1, 'ties': 0}","{'games': 1, 'wins': 0, 'losses': 1, 'ties': 0}"
"{'games': 7, 'wins': 1, 'losses': 6, 'ties': 0}",0,West,SWAC,2015,"{'games': 5, 'wins': 1, 'losses': 4, 'ties': 0}",2640,Texas Southern,"{'games': 3, 'wins': 1, 'losses': 2, 'ties': 0}","{'games': 8, 'wins': 2, 'losses': 6, 'ties': 0}"
"{'games': 8, 'wins': 3, 'losses': 5, 'ties': 0}",6.3,West,American Athletic,2015,"{'games': 6, 'wins': 3, 'losses': 3, 'ties': 0}",202,Tulsa,"{'games': 6, 'wins': 3, 'losses': 3, 'ties': 0}","{'games': 13, 'wins': 6, 'losses': 7, 'ties': 0}"
"{'games': 8, 'wins': 7, 'losses': 1, 'ties': 0}",0.7,,Big Sky,2015,"{'games': 5, 'wins': 5, 'losses': 0, 'ties': 0}",253,Southern Utah,"{'games': 5, 'wins': 3, 'losses': 2, 'ties': 0}","{'games': 12, 'wins': 8, 'losses': 4, 'ties': 0}"
"{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}",0,,South Atlantic,2015,"{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}",2369,Mars Hill,"{'games': 2, 'wins': 0, 'losses': 2, 'ties': 0}","{'games': 2, 'wins': 0, 'losses': 2, 'ties': 0}"
"{'games': 8, 'wins': 5, 'losses': 3, 'ties': 0}",8.3,East,SEC,2015,"{'games': 7, 'wins': 6, 'losses': 1, 'ties': 0}",61,Georgia,"{'games': 4, 'wins': 3, 'losses': 1, 'ties': 0}","{'games': 13, 'wins': 10, 'losses': 3, 'ties': 0}"
"{'games': 8, 'wins': 4, 'losses': 4, 'ties': 0}",6.6,Coastal,ACC,2015,"{'games': 6, 'wins': 2, 'losses': 4, 'ties': 0}",259,Virginia Tech,"{'games': 6, 'wins': 4, 'losses': 2, 'ties': 0}","{'games': 13, 'wins': 7, 'losses': 6, 'ties': 0}"
